Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-02-26,LK,Sri Lanka,SEARO,0,5,0,0
2020-02-27,LK,Sri Lanka,SEARO,0,5,0,0
2020-02-28,LK,Sri Lanka,SEARO,0,5,0,0
2020-02-29,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-01,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-02,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-03,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-04,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-05,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-06,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-07,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-08,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-09,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-10,LK,Sri Lanka,SEARO,0,5,0,0
2020-03-11,LK,Sri Lanka,SEARO,-3,2,0,0
2020-03-12,LK,Sri Lanka,SEARO,1,3,0,0
2020-03-13,LK,Sri Lanka,SEARO,4,7,0,0
2020-03-14,LK,Sri Lanka,SEARO,-1,6,0,0
2020-03-15,LK,Sri Lanka,SEARO,5,11,0,0
2020-03-16,LK,Sri Lanka,SEARO,8,19,0,0
2020-03-17,LK,Sri Lanka,SEARO,10,29,0,0
2020-03-18,LK,Sri Lanka,SEARO,13,42,0,0
2020-03-19,LK,Sri Lanka,SEARO,11,53,0,0
2020-03-20,LK,Sri Lanka,SEARO,13,66,0,0
2020-03-21,LK,Sri Lanka,SEARO,6,72,0,0
2020-03-22,LK,Sri Lanka,SEARO,10,82,0,0
2020-03-23,LK,Sri Lanka,SEARO,12,94,0,0
2020-03-24,LK,Sri Lanka,SEARO,3,97,0,0
2020-03-25,LK,Sri Lanka,SEARO,5,102,0,0
2020-03-26,LK,Sri Lanka,SEARO,0,102,0,0
2020-03-27,LK,Sri Lanka,SEARO,4,106,0,0
2020-03-28,LK,Sri Lanka,SEARO,0,106,0,0
2020-03-29,LK,Sri Lanka,SEARO,9,115,1,1
2020-03-30,LK,Sri Lanka,SEARO,5,120,0,1
2020-03-31,LK,Sri Lanka,SEARO,2,122,1,2
2020-04-01,LK,Sri Lanka,SEARO,21,143,0,2
2020-04-02,LK,Sri Lanka,SEARO,5,148,1,3
2020-04-03,LK,Sri Lanka,SEARO,3,151,1,4
2020-04-04,LK,Sri Lanka,SEARO,8,159,1,5
2020-04-05,LK,Sri Lanka,SEARO,7,166,0,5
2020-04-06,LK,Sri Lanka,SEARO,10,176,0,5
2020-04-07,LK,Sri Lanka,SEARO,4,180,1,6
2020-04-08,LK,Sri Lanka,SEARO,6,186,-6,0
2020-04-09,LK,Sri Lanka,SEARO,3,189,7,7
2020-04-10,LK,Sri Lanka,SEARO,1,190,0,7
2020-04-11,LK,Sri Lanka,SEARO,7,197,0,7
2020-04-12,LK,Sri Lanka,SEARO,2,199,0,7
2020-04-13,LK,Sri Lanka,SEARO,11,210,0,7
2020-04-14,LK,Sri Lanka,SEARO,8,218,0,7
2020-04-15,LK,Sri Lanka,SEARO,15,233,0,7
2020-04-16,LK,Sri Lanka,SEARO,5,238,0,7
2020-04-17,LK,Sri Lanka,SEARO,0,238,0,7
2020-04-18,LK,Sri Lanka,SEARO,6,244,0,7
2020-04-19,LK,Sri Lanka,SEARO,10,254,0,7
2020-04-20,LK,Sri Lanka,SEARO,17,271,0,7
2020-04-21,LK,Sri Lanka,SEARO,33,304,0,7
2020-04-22,LK,Sri Lanka,SEARO,6,310,0,7
2020-04-23,LK,Sri Lanka,SEARO,20,330,0,7
2020-04-24,LK,Sri Lanka,SEARO,38,368,0,7
2020-04-25,LK,Sri Lanka,SEARO,52,420,0,7
2020-04-26,LK,Sri Lanka,SEARO,40,460,0,7
2020-04-27,LK,Sri Lanka,SEARO,63,523,0,7
2020-04-28,LK,Sri Lanka,SEARO,65,588,0,7
2020-04-29,LK,Sri Lanka,SEARO,31,619,0,7
2020-04-30,LK,Sri Lanka,SEARO,30,649,0,7
2020-05-01,LK,Sri Lanka,SEARO,16,665,0,7
2020-05-02,LK,Sri Lanka,SEARO,25,690,0,7
2020-05-03,LK,Sri Lanka,SEARO,15,705,0,7
2020-05-04,LK,Sri Lanka,SEARO,13,718,1,8
2020-05-05,LK,Sri Lanka,SEARO,37,755,0,8
2020-05-06,LK,Sri Lanka,SEARO,16,771,1,9
2020-05-07,LK,Sri Lanka,SEARO,26,797,0,9
2020-05-08,LK,Sri Lanka,SEARO,27,824,0,9
2020-05-09,LK,Sri Lanka,SEARO,11,835,0,9
2020-05-10,LK,Sri Lanka,SEARO,12,847,0,9
2020-05-11,LK,Sri Lanka,SEARO,16,863,0,9
2020-05-12,LK,Sri Lanka,SEARO,26,889,0,9
2020-05-13,LK,Sri Lanka,SEARO,26,915,0,9
2020-05-14,LK,Sri Lanka,SEARO,10,925,0,9
2020-05-15,LK,Sri Lanka,SEARO,10,935,0,9
2020-05-16,LK,Sri Lanka,SEARO,25,960,0,9
2020-05-17,LK,Sri Lanka,SEARO,21,981,0,9
2020-05-18,LK,Sri Lanka,SEARO,11,992,0,9
2020-05-19,LK,Sri Lanka,SEARO,35,1027,0,9
2020-05-20,LK,Sri Lanka,SEARO,1,1028,0,9
2020-05-21,LK,Sri Lanka,SEARO,27,1055,0,9
2020-05-22,LK,Sri Lanka,SEARO,13,1068,0,9
2020-05-23,LK,Sri Lanka,SEARO,21,1089,0,9
2020-05-24,LK,Sri Lanka,SEARO,52,1141,0,9
2020-05-25,LK,Sri Lanka,SEARO,41,1182,1,10
2020-05-26,LK,Sri Lanka,SEARO,137,1319,0,10
2020-05-27,LK,Sri Lanka,SEARO,150,1469,0,10
2020-05-28,LK,Sri Lanka,SEARO,61,1530,0,10
2020-05-29,LK,Sri Lanka,SEARO,28,1558,0,10
2020-05-30,LK,Sri Lanka,SEARO,62,1620,0,10
2020-05-31,LK,Sri Lanka,SEARO,13,1633,0,10
2020-06-01,LK,Sri Lanka,SEARO,10,1643,1,11
2020-06-02,LK,Sri Lanka,SEARO,40,1683,0,11
2020-06-03,LK,Sri Lanka,SEARO,66,1749,0,11
2020-06-04,LK,Sri Lanka,SEARO,48,1797,0,11
2020-06-05,LK,Sri Lanka,SEARO,4,1801,0,11
2020-06-06,LK,Sri Lanka,SEARO,13,1814,0,11
2020-06-07,LK,Sri Lanka,SEARO,21,1835,0,11
2020-06-08,LK,Sri Lanka,SEARO,22,1857,0,11
2020-06-09,LK,Sri Lanka,SEARO,2,1859,0,11
2020-06-10,LK,Sri Lanka,SEARO,10,1869,0,11
2020-06-11,LK,Sri Lanka,SEARO,8,1877,0,11
2020-06-12,LK,Sri Lanka,SEARO,3,1880,0,11
2020-06-13,LK,Sri Lanka,SEARO,4,1884,0,11
2020-06-14,LK,Sri Lanka,SEARO,5,1889,0,11
2020-06-15,LK,Sri Lanka,SEARO,16,1905,0,11
2020-06-16,LK,Sri Lanka,SEARO,10,1915,0,11
2020-06-17,LK,Sri Lanka,SEARO,9,1924,0,11
2020-06-18,LK,Sri Lanka,SEARO,23,1947,0,11
2020-06-19,LK,Sri Lanka,SEARO,3,1950,0,11
2020-06-20,LK,Sri Lanka,SEARO,0,1950,0,11
2020-06-21,LK,Sri Lanka,SEARO,0,1950,0,11
2020-06-22,LK,Sri Lanka,SEARO,1,1951,0,11
2020-06-23,LK,Sri Lanka,SEARO,40,1991,0,11
2020-06-24,LK,Sri Lanka,SEARO,10,2001,0,11
2020-06-25,LK,Sri Lanka,SEARO,9,2010,0,11
2020-06-26,LK,Sri Lanka,SEARO,4,2014,0,11
2020-06-27,LK,Sri Lanka,SEARO,19,2033,0,11
2020-06-28,LK,Sri Lanka,SEARO,4,2037,0,11
2020-06-29,LK,Sri Lanka,SEARO,5,2042,0,11
2020-06-30,LK,Sri Lanka,SEARO,5,2047,0,11
2020-07-01,LK,Sri Lanka,SEARO,7,2054,0,11
2020-07-02,LK,Sri Lanka,SEARO,12,2066,0,11
2020-07-03,LK,Sri Lanka,SEARO,3,2069,0,11
2020-07-04,LK,Sri Lanka,SEARO,5,2074,0,11
2020-07-05,LK,Sri Lanka,SEARO,2,2076,0,11
2020-07-06,LK,Sri Lanka,SEARO,1,2077,0,11
2020-07-07,LK,Sri Lanka,SEARO,4,2081,0,11
2020-07-08,LK,Sri Lanka,SEARO,13,2094,0,11
2020-07-09,LK,Sri Lanka,SEARO,60,2154,0,11
2020-07-10,LK,Sri Lanka,SEARO,300,2454,0,11
2020-07-11,LK,Sri Lanka,SEARO,57,2511,0,11
2020-07-12,LK,Sri Lanka,SEARO,106,2617,0,11
2020-07-13,LK,Sri Lanka,SEARO,29,2646,0,11
2020-07-14,LK,Sri Lanka,SEARO,19,2665,0,11
2020-07-15,LK,Sri Lanka,SEARO,9,2674,0,11
2020-07-16,LK,Sri Lanka,SEARO,13,2687,0,11
2020-07-17,LK,Sri Lanka,SEARO,10,2697,0,11
2020-07-18,LK,Sri Lanka,SEARO,7,2704,0,11
2020-07-19,LK,Sri Lanka,SEARO,20,2724,0,11
2020-07-20,LK,Sri Lanka,SEARO,6,2730,0,11
2020-07-21,LK,Sri Lanka,SEARO,0,2730,0,11
2020-07-22,LK,Sri Lanka,SEARO,22,2752,0,11
2020-07-23,LK,Sri Lanka,SEARO,1,2753,0,11
2020-07-24,LK,Sri Lanka,SEARO,11,2764,0,11
2020-07-25,LK,Sri Lanka,SEARO,6,2770,0,11
2020-07-26,LK,Sri Lanka,SEARO,12,2782,0,11
2020-07-27,LK,Sri Lanka,SEARO,23,2805,0,11
2020-07-28,LK,Sri Lanka,SEARO,5,2810,0,11
2020-07-29,LK,Sri Lanka,SEARO,0,2810,0,11
2020-07-30,LK,Sri Lanka,SEARO,4,2814,0,11
2020-07-31,LK,Sri Lanka,SEARO,1,2815,0,11
2020-08-01,LK,Sri Lanka,SEARO,0,2815,0,11
2020-08-02,LK,Sri Lanka,SEARO,8,2823,0,11
2020-08-03,LK,Sri Lanka,SEARO,5,2828,0,11
2020-08-04,LK,Sri Lanka,SEARO,6,2834,0,11
2020-08-05,LK,Sri Lanka,SEARO,5,2839,0,11
2020-08-06,LK,Sri Lanka,SEARO,0,2839,0,11
2020-08-07,LK,Sri Lanka,SEARO,0,2839,0,11
2020-08-08,LK,Sri Lanka,SEARO,2,2841,0,11
2020-08-09,LK,Sri Lanka,SEARO,3,2844,0,11
2020-08-10,LK,Sri Lanka,SEARO,0,2844,0,11
2020-08-11,LK,Sri Lanka,SEARO,27,2871,0,11
2020-08-12,LK,Sri Lanka,SEARO,9,2880,0,11
2020-08-13,LK,Sri Lanka,SEARO,1,2881,0,11
2020-08-14,LK,Sri Lanka,SEARO,1,2882,0,11
2020-08-15,LK,Sri Lanka,SEARO,4,2886,0,11
2020-08-16,LK,Sri Lanka,SEARO,4,2890,0,11
2020-08-17,LK,Sri Lanka,SEARO,3,2893,0,11
2020-08-18,LK,Sri Lanka,SEARO,7,2900,0,11
2020-08-19,LK,Sri Lanka,SEARO,2,2902,0,11
2020-08-20,LK,Sri Lanka,SEARO,0,2902,0,11
2020-08-21,LK,Sri Lanka,SEARO,16,2918,0,11
2020-08-22,LK,Sri Lanka,SEARO,23,2941,0,11
2020-08-23,LK,Sri Lanka,SEARO,6,2947,1,12
2020-08-24,LK,Sri Lanka,SEARO,6,2953,0,12
2020-08-25,LK,Sri Lanka,SEARO,6,2959,0,12
2020-08-26,LK,Sri Lanka,SEARO,12,2971,0,12
2020-08-27,LK,Sri Lanka,SEARO,13,2984,0,12
2020-08-28,LK,Sri Lanka,SEARO,4,2988,0,12
2020-08-29,LK,Sri Lanka,SEARO,7,2995,0,12
2020-08-30,LK,Sri Lanka,SEARO,17,3012,0,12
2020-08-31,LK,Sri Lanka,SEARO,37,3049,0,12
2020-09-01,LK,Sri Lanka,SEARO,43,3092,0,12
2020-09-02,LK,Sri Lanka,SEARO,9,3101,0,12
2020-09-03,LK,Sri Lanka,SEARO,10,3111,0,12
2020-09-04,LK,Sri Lanka,SEARO,4,3115,0,12
2020-09-05,LK,Sri Lanka,SEARO,6,3121,0,12
2020-09-06,LK,Sri Lanka,SEARO,2,3123,0,12
2020-09-07,LK,Sri Lanka,SEARO,0,3123,0,12
2020-09-08,LK,Sri Lanka,SEARO,17,3140,0,12
2020-09-09,LK,Sri Lanka,SEARO,7,3147,0,12
2020-09-10,LK,Sri Lanka,SEARO,8,3155,0,12
2020-09-11,LK,Sri Lanka,SEARO,14,3169,0,12
2020-09-12,LK,Sri Lanka,SEARO,26,3195,0,12
2020-09-13,LK,Sri Lanka,SEARO,39,3234,0,12
2020-09-14,LK,Sri Lanka,SEARO,28,3262,0,12
2020-09-15,LK,Sri Lanka,SEARO,9,3271,1,13
2020-09-16,LK,Sri Lanka,SEARO,0,3271,0,13
2020-09-17,LK,Sri Lanka,SEARO,5,3276,0,13
2020-09-18,LK,Sri Lanka,SEARO,5,3281,0,13
2020-09-19,LK,Sri Lanka,SEARO,2,3283,0,13
2020-09-20,LK,Sri Lanka,SEARO,4,3287,0,13
2020-09-21,LK,Sri Lanka,SEARO,12,3299,0,13
2020-09-22,LK,Sri Lanka,SEARO,14,3313,0,13
2020-09-23,LK,Sri Lanka,SEARO,11,3324,0,13
2020-09-24,LK,Sri Lanka,SEARO,9,3333,0,13
2020-09-25,LK,Sri Lanka,SEARO,12,3345,0,13
2020-09-26,LK,Sri Lanka,SEARO,4,3349,0,13
2020-09-27,LK,Sri Lanka,SEARO,11,3360,0,13
2020-09-28,LK,Sri Lanka,SEARO,3,3363,0,13
2020-09-29,LK,Sri Lanka,SEARO,11,3374,0,13
2020-09-30,LK,Sri Lanka,SEARO,6,3380,0,13
2020-10-01,LK,Sri Lanka,SEARO,2,3382,0,13
2020-10-02,LK,Sri Lanka,SEARO,6,3388,0,13
2020-10-03,LK,Sri Lanka,SEARO,7,3395,0,13
2020-10-04,LK,Sri Lanka,SEARO,7,3402,0,13
2020-10-05,LK,Sri Lanka,SEARO,111,3513,0,13
2020-10-06,LK,Sri Lanka,SEARO,739,4252,0,13
2020-10-07,LK,Sri Lanka,SEARO,207,4459,0,13
2020-10-08,LK,Sri Lanka,SEARO,29,4488,0,13
2020-10-09,LK,Sri Lanka,SEARO,35,4523,0,13
2020-10-10,LK,Sri Lanka,SEARO,105,4628,0,13
2020-10-11,LK,Sri Lanka,SEARO,124,4752,0,13
2020-10-12,LK,Sri Lanka,SEARO,92,4844,0,13
2020-10-13,LK,Sri Lanka,SEARO,194,5038,0,13
2020-10-14,LK,Sri Lanka,SEARO,130,5168,0,13
2020-10-15,LK,Sri Lanka,SEARO,76,5244,0,13
2020-10-16,LK,Sri Lanka,SEARO,110,5354,0,13
2020-10-17,LK,Sri Lanka,SEARO,121,5475,0,13
2020-10-18,LK,Sri Lanka,SEARO,63,5538,0,13
2020-10-19,LK,Sri Lanka,SEARO,87,5625,0,13
2020-10-20,LK,Sri Lanka,SEARO,186,5811,0,13
2020-10-21,LK,Sri Lanka,SEARO,217,6028,0,13
2020-10-22,LK,Sri Lanka,SEARO,259,6287,1,14
2020-10-23,LK,Sri Lanka,SEARO,866,7153,0,14
2020-10-24,LK,Sri Lanka,SEARO,368,7521,0,14
2020-10-25,LK,Sri Lanka,SEARO,351,7872,1,15
2020-10-26,LK,Sri Lanka,SEARO,541,8413,1,16
2020-10-27,LK,Sri Lanka,SEARO,457,8870,3,19
2020-10-28,LK,Sri Lanka,SEARO,335,9205,0,19
2020-10-29,LK,Sri Lanka,SEARO,586,9791,0,19
2020-10-30,LK,Sri Lanka,SEARO,633,10424,0,19
2020-10-31,LK,Sri Lanka,SEARO,239,10663,1,20
2020-11-01,LK,Sri Lanka,SEARO,397,11060,1,21
2020-11-02,LK,Sri Lanka,SEARO,275,11335,0,21
2020-11-03,LK,Sri Lanka,SEARO,409,11744,2,23
2020-11-04,LK,Sri Lanka,SEARO,443,12187,1,24
2020-11-05,LK,Sri Lanka,SEARO,383,12570,5,29
2020-11-06,LK,Sri Lanka,SEARO,400,12970,1,30
2020-11-07,LK,Sri Lanka,SEARO,449,13419,4,34
2020-11-08,LK,Sri Lanka,SEARO,510,13929,1,35
2020-11-09,LK,Sri Lanka,SEARO,356,14285,0,35
2020-11-10,LK,Sri Lanka,SEARO,430,14715,6,41
2020-11-11,LK,Sri Lanka,SEARO,635,15350,5,46
2020-11-12,LK,Sri Lanka,SEARO,373,15723,2,48
2020-11-13,LK,Sri Lanka,SEARO,468,16191,5,53
2020-11-14,LK,Sri Lanka,SEARO,392,16583,0,53
2020-11-15,LK,Sri Lanka,SEARO,704,17287,5,58
2020-11-16,LK,Sri Lanka,SEARO,387,17674,3,61
2020-11-17,LK,Sri Lanka,SEARO,401,18075,5,66
2020-11-18,LK,Sri Lanka,SEARO,327,18402,3,69
2020-11-19,LK,Sri Lanka,SEARO,439,18841,4,73
2020-11-20,LK,Sri Lanka,SEARO,439,19280,1,74
2020-11-21,LK,Sri Lanka,SEARO,491,19771,9,83
2020-11-22,LK,Sri Lanka,SEARO,400,20171,4,87
2020-11-23,LK,Sri Lanka,SEARO,337,20508,3,90
2020-11-24,LK,Sri Lanka,SEARO,459,20967,4,94
2020-11-25,LK,Sri Lanka,SEARO,502,21469,2,96
2020-11-26,LK,Sri Lanka,SEARO,559,22028,3,99
2020-11-27,LK,Sri Lanka,SEARO,473,22501,8,107
2020-11-28,LK,Sri Lanka,SEARO,487,22988,2,109
2020-11-29,LK,Sri Lanka,SEARO,496,23484,7,116
2020-11-30,LK,Sri Lanka,SEARO,503,23987,2,118
2020-12-01,LK,Sri Lanka,SEARO,545,24532,4,122
2020-12-02,LK,Sri Lanka,SEARO,878,25410,2,124
2020-12-03,LK,Sri Lanka,SEARO,628,26038,5,129
2020-12-04,LK,Sri Lanka,SEARO,521,26559,1,130
2020-12-05,LK,Sri Lanka,SEARO,669,27228,7,137
2020-12-06,LK,Sri Lanka,SEARO,649,27877,3,140
2020-12-07,LK,Sri Lanka,SEARO,703,28580,2,142
2020-12-08,LK,Sri Lanka,SEARO,798,29378,0,142
2020-12-09,LK,Sri Lanka,SEARO,697,30075,2,144
2020-12-10,LK,Sri Lanka,SEARO,538,30613,2,146
2020-12-11,LK,Sri Lanka,SEARO,762,31375,1,147
2020-12-12,LK,Sri Lanka,SEARO,760,32135,2,149
2020-12-13,LK,Sri Lanka,SEARO,655,32790,3,152
2020-12-14,LK,Sri Lanka,SEARO,688,33478,2,154
2020-12-15,LK,Sri Lanka,SEARO,643,34121,0,154
2020-12-16,LK,Sri Lanka,SEARO,616,34737,6,160
2020-12-17,LK,Sri Lanka,SEARO,650,35387,0,160
2020-12-18,LK,Sri Lanka,SEARO,662,36049,5,165
2020-12-19,LK,Sri Lanka,SEARO,618,36667,6,171
2020-12-20,LK,Sri Lanka,SEARO,594,37261,5,176
2020-12-21,LK,Sri Lanka,SEARO,370,37631,5,181
2020-12-22,LK,Sri Lanka,SEARO,428,38059,2,183
2020-12-23,LK,Sri Lanka,SEARO,580,38639,1,184
2020-12-24,LK,Sri Lanka,SEARO,592,39231,1,185
2020-12-25,LK,Sri Lanka,SEARO,551,39782,1,186
2020-12-26,LK,Sri Lanka,SEARO,598,40380,1,187
2020-12-27,LK,Sri Lanka,SEARO,674,41054,4,191
2020-12-28,LK,Sri Lanka,SEARO,549,41603,3,194
2020-12-29,LK,Sri Lanka,SEARO,460,42063,0,194
2020-12-30,LK,Sri Lanka,SEARO,639,42702,5,199
2020-12-31,LK,Sri Lanka,SEARO,597,43299,5,204
2021-01-01,LK,Sri Lanka,SEARO,557,43856,0,204
2021-01-02,LK,Sri Lanka,SEARO,515,44371,7,211
2021-01-03,LK,Sri Lanka,SEARO,403,44774,2,213
2021-01-04,LK,Sri Lanka,SEARO,468,45242,2,215
2021-01-05,LK,Sri Lanka,SEARO,484,45726,2,217
2021-01-06,LK,Sri Lanka,SEARO,522,46248,2,219
2021-01-07,LK,Sri Lanka,SEARO,532,46780,0,219
2021-01-08,LK,Sri Lanka,SEARO,525,47305,3,222
2021-01-09,LK,Sri Lanka,SEARO,535,47840,7,229
2021-01-10,LK,Sri Lanka,SEARO,540,48380,3,232
2021-01-11,LK,Sri Lanka,SEARO,569,48949,0,232
2021-01-12,LK,Sri Lanka,SEARO,588,49537,12,244
2021-01-13,LK,Sri Lanka,SEARO,692,50229,3,247
2021-01-14,LK,Sri Lanka,SEARO,670,50899,4,251
2021-01-15,LK,Sri Lanka,SEARO,695,51594,4,255
2021-01-16,LK,Sri Lanka,SEARO,719,52313,1,256
2021-01-17,LK,Sri Lanka,SEARO,749,53062,8,264
2021-01-18,LK,Sri Lanka,SEARO,688,53750,6,270
2021-01-19,LK,Sri Lanka,SEARO,669,54419,3,273
2021-01-20,LK,Sri Lanka,SEARO,770,55189,1,274
2021-01-21,LK,Sri Lanka,SEARO,887,56076,2,276
2021-01-22,LK,Sri Lanka,SEARO,787,56863,2,278
2021-01-23,LK,Sri Lanka,SEARO,724,57587,2,280
2021-01-24,LK,Sri Lanka,SEARO,843,58430,3,283
2021-01-25,LK,Sri Lanka,SEARO,737,59167,0,283
2021-01-26,LK,Sri Lanka,SEARO,755,59922,5,288
2021-01-27,LK,Sri Lanka,SEARO,772,60694,2,290
2021-01-28,LK,Sri Lanka,SEARO,892,61586,7,297
2021-01-29,LK,Sri Lanka,SEARO,859,62445,8,305
2021-01-30,LK,Sri Lanka,SEARO,848,63293,8,313
2021-01-31,LK,Sri Lanka,SEARO,864,64157,3,316
2021-02-01,LK,Sri Lanka,SEARO,826,64983,7,323
2021-02-02,LK,Sri Lanka,SEARO,715,65698,7,330
2021-02-03,LK,Sri Lanka,SEARO,711,66409,2,332
2021-02-04,LK,Sri Lanka,SEARO,706,67115,7,339
2021-02-05,LK,Sri Lanka,SEARO,735,67850,4,343
2021-02-06,LK,Sri Lanka,SEARO,726,68576,8,351
2021-02-07,LK,Sri Lanka,SEARO,772,69348,5,356
2021-02-08,LK,Sri Lanka,SEARO,887,70235,9,365
2021-02-09,LK,Sri Lanka,SEARO,976,71211,5,370
2021-02-10,LK,Sri Lanka,SEARO,963,72174,5,375
2021-02-11,LK,Sri Lanka,SEARO,942,73116,4,379
2021-02-12,LK,Sri Lanka,SEARO,940,74056,5,384
2021-02-13,LK,Sri Lanka,SEARO,796,74852,0,384
2021-02-14,LK,Sri Lanka,SEARO,802,75654,13,397
2021-02-15,LK,Sri Lanka,SEARO,774,76428,6,403
2021-02-16,LK,Sri Lanka,SEARO,756,77184,6,409
2021-02-17,LK,Sri Lanka,SEARO,722,77906,13,422
2021-02-18,LK,Sri Lanka,SEARO,514,78420,8,430
2021-02-19,LK,Sri Lanka,SEARO,517,78937,3,433
2021-02-20,LK,Sri Lanka,SEARO,543,79480,2,435
2021-02-21,LK,Sri Lanka,SEARO,519,79999,10,445
2021-02-22,LK,Sri Lanka,SEARO,518,80517,5,450
2021-02-23,LK,Sri Lanka,SEARO,492,81009,3,453
2021-02-24,LK,Sri Lanka,SEARO,458,81467,4,457
2021-02-25,LK,Sri Lanka,SEARO,466,81933,2,459
2021-02-26,LK,Sri Lanka,SEARO,497,82430,5,464
2021-02-27,LK,Sri Lanka,SEARO,460,82890,0,464
2021-02-28,LK,Sri Lanka,SEARO,352,83242,7,471
2021-03-01,LK,Sri Lanka,SEARO,310,83552,5,476
2021-03-02,LK,Sri Lanka,SEARO,318,83870,7,483
2021-03-03,LK,Sri Lanka,SEARO,356,84226,1,484
2021-03-04,LK,Sri Lanka,SEARO,384,84610,5,489
2021-03-05,LK,Sri Lanka,SEARO,350,84960,4,493
2021-03-06,LK,Sri Lanka,SEARO,376,85336,0,493
2021-03-07,LK,Sri Lanka,SEARO,359,85695,9,502
2021-03-08,LK,Sri Lanka,SEARO,344,86039,5,507
2021-03-09,LK,Sri Lanka,SEARO,304,86343,4,511
2021-03-10,LK,Sri Lanka,SEARO,342,86685,0,511
2021-03-11,LK,Sri Lanka,SEARO,304,86989,9,520
2021-03-12,LK,Sri Lanka,SEARO,297,87286,5,525
2021-03-13,LK,Sri Lanka,SEARO,314,87600,1,526
2021-03-14,LK,Sri Lanka,SEARO,307,87907,1,527
2021-03-15,LK,Sri Lanka,SEARO,331,88238,5,532
2021-03-16,LK,Sri Lanka,SEARO,286,88524,2,534
2021-03-17,LK,Sri Lanka,SEARO,338,88862,3,537
2021-03-18,LK,Sri Lanka,SEARO,313,89175,1,538
2021-03-19,LK,Sri Lanka,SEARO,322,89497,6,544
2021-03-20,LK,Sri Lanka,SEARO,349,89846,0,544
2021-03-21,LK,Sri Lanka,SEARO,354,90200,2,546
2021-03-22,LK,Sri Lanka,SEARO,314,90514,5,551
2021-03-23,LK,Sri Lanka,SEARO,251,90765,1,552
2021-03-24,LK,Sri Lanka,SEARO,253,91018,0,552
2021-03-25,LK,Sri Lanka,SEARO,271,91289,2,554
2021-03-26,LK,Sri Lanka,SEARO,272,91561,3,557
2021-03-27,LK,Sri Lanka,SEARO,278,91839,1,558
2021-03-28,LK,Sri Lanka,SEARO,249,92088,3,561
2021-03-29,LK,Sri Lanka,SEARO,215,92303,5,566
2021-03-30,LK,Sri Lanka,SEARO,139,92442,0,566
2021-03-31,LK,Sri Lanka,SEARO,264,92706,2,568
2021-04-01,LK,Sri Lanka,SEARO,211,92917,3,571
2021-04-02,LK,Sri Lanka,SEARO,211,93128,0,571
2021-04-03,LK,Sri Lanka,SEARO,167,93295,4,575
2021-04-04,LK,Sri Lanka,SEARO,141,93436,6,581
2021-04-05,LK,Sri Lanka,SEARO,159,93595,0,581
2021-04-06,LK,Sri Lanka,SEARO,177,93772,7,588
2021-04-07,LK,Sri Lanka,SEARO,221,93993,3,591
2021-04-08,LK,Sri Lanka,SEARO,343,94336,2,593
2021-04-09,LK,Sri Lanka,SEARO,228,94564,0,593
2021-04-10,LK,Sri Lanka,SEARO,284,94848,2,595
2021-04-11,LK,Sri Lanka,SEARO,283,95131,3,598
2021-04-12,LK,Sri Lanka,SEARO,263,95394,0,598
2021-04-13,LK,Sri Lanka,SEARO,226,95620,4,602
2021-04-14,LK,Sri Lanka,SEARO,117,95737,2,604
2021-04-15,LK,Sri Lanka,SEARO,212,95949,4,608
2021-04-16,LK,Sri Lanka,SEARO,237,96186,7,615
2021-04-17,LK,Sri Lanka,SEARO,253,96439,2,617
2021-04-18,LK,Sri Lanka,SEARO,357,96796,1,618
2021-04-19,LK,Sri Lanka,SEARO,309,97105,2,620
2021-04-20,LK,Sri Lanka,SEARO,367,97472,5,625
2021-04-21,LK,Sri Lanka,SEARO,578,98050,5,630
2021-04-22,LK,Sri Lanka,SEARO,672,98722,4,634
2021-04-23,LK,Sri Lanka,SEARO,969,99691,0,634
2021-04-24,LK,Sri Lanka,SEARO,895,100586,4,638
2021-04-25,LK,Sri Lanka,SEARO,793,101379,4,642
2021-04-26,LK,Sri Lanka,SEARO,997,102376,5,647
2021-04-27,LK,Sri Lanka,SEARO,1111,103487,0,647
2021-04-28,LK,Sri Lanka,SEARO,1466,104953,14,661
2021-04-29,LK,Sri Lanka,SEARO,1531,106484,0,661
2021-04-30,LK,Sri Lanka,SEARO,1662,108146,6,667
2021-05-01,LK,Sri Lanka,SEARO,1716,109862,20,687
2021-05-02,LK,Sri Lanka,SEARO,1891,111753,0,687
2021-05-03,LK,Sri Lanka,SEARO,1923,113676,9,696
2021-05-04,LK,Sri Lanka,SEARO,1914,115590,13,709
2021-05-05,LK,Sri Lanka,SEARO,1939,117529,11,720
2021-05-06,LK,Sri Lanka,SEARO,1895,119424,25,745
2021-05-07,LK,Sri Lanka,SEARO,1914,121338,19,764
2021-05-08,LK,Sri Lanka,SEARO,1896,123234,22,786
